type_of_action,traveled_distance_pixel,elapsed_time,direction_of_movement,straightness,num_points,sum_of_angles,mean_curv,sd_curv,max_curv,min_curv,mean_omega,sd_omega,max_omega,min_omega,largest_deviation,dist_end_to_end_line,num_critical_points,mean_vx,sd_vx,max_vx,min_vx,mean_vy,sd_vy,max_vy,min_vy,mean_v,sd_v,max_v,min_v,mean_a,sd_a,max_a,min_a,mean_jerk,sd_jerk,max_jerk,min_jerk,a_beg_time,n_from,n_to
3,386.14472583112683,0.20599999999999952,5,0.9386019723622538,152,-242.00384610142393,0.0029791062246767516,0.8204446315296622,5.300391583932257,-4.71238898038469,-3.8107187736974892,953.1395938570977,5300.391583935194,-5034.1395347751795,876.6011752575114,362.4362012823774,48,-449.15313549834184,864.8659361214476,1000.0000000005542,-3000.0000000016626,-2307.7057670773147,1326.0271511937103,0,-8000.000000004434,2498.3997828194447,1334.959581559301,8544.003745322267,30.08965026325696,14344.253125060026,1452523.6096148656,5381726.085155117,-4938452.469859017,19476198.04461819,2568141835.577852,6162277660.164869,-10320178555.019854,0.005999999999999339,1715,1867
3,658.628631154507,0.22299999999999898,3,0.9874000089144485,136,402.23185068885914,0.02479186456110376,0.2536917645567732,3.141592653589793,-1.5707963267948966,-2.8271257679962853,425.6246032519103,1409.9210495973568,-3141.5926535859535,681.9753926461469,650.3299162732712,59,-3670.0525210081237,2577.969232163631,0,-16999.999999979224,384.5413165266365,539.5903814712109,2000.0000000011084,0.0,3741.466112774987,2559.3009718187814,16999.999999979224,20.000000000000426,19384.478151155767,2813162.084194678,11475985.225453114,-13999999.99998532,11819280.841867192,4963683759.188418,15999999999.996405,-25475985225.452553,0.006000000000000227,1868,2004
3,621.0807040699696,0.34800000000000075,1,0.9817365835160361,162,218.48491026594752,0.016664896079068688,0.1478813858521413,1.5707963267948966,-0.5553603672697913,1.4541435982759074,329.8137110164463,1570.796326795767,-1570.7963267929767,485.3530050626802,609.7376485013862,42,888.8888888889751,997.5431824687868,5000.000000002771,-1000.0000000005542,3545.1205173428393,2100.454200555586,11000.000000006097,0.0,3722.6416631793877,2213.759321961931,12083.045973601269,0.0,37961.46398822839,2010211.6449983232,6819317.160645187,-7219544.457284512,27872376.493434332,3478816536.5354505,11050496352.140182,-12742517113.254805,0.006000000000000227,2005,2167
3,593.4584247878457,0.26099999999999923,7,0.9875487213150954,127,-1.7664191388841832,0.004139224380419499,0.2882093778719961,1.5707963267948966,-1.5707963267948966,2.197817501627793,302.9241478358924,1570.796326795767,-1570.7963267929767,392.81033011351303,586.0691085529078,74,4548.162729658891,3129.5019189707878,15000.000000008313,0.0,-74.8031496062303,547.403661088281,3000.0000000016626,-1999.9999999975557,4599.47253659403,3101.9838403399017,15033.29637838124,0.0,13767.786546704157,2243311.919466822,8033296.378394246,-8033296.378381812,11193743.559627632,3926382960.1472898,10000000000.002417,-16066592756.784962,0.006999999999999673,2168,2295
3,657.328413820859,0.391,5,0.9880328789354849,147,-236.76366222168556,0.025028327336823784,0.43995323055167584,4.71238898038469,-1.6660811018093737,3.043084482258371,296.8699731362948,1570.796326795767,-1570.796326795767,848.2712272629509,649.4620851135192,72,-504.15721844292756,784.6756573845805,0,-3000.0000000016626,-4305.798509880278,2924.4139531867118,0,-23000.000000012747,4380.800628040803,2960.596396861791,23194.827009499262,0.0,41504.95740455205,2795091.1031066934,16123759.197651364,-15132569.26120463,-12718386.940123409,4795605568.253997,18052691385.807167,-31256328458.873318,0.0009999999999994458,2296,2443
3,648.7623972174096,0.22300000000000075,3,0.9877500741223704,141,412.01716330667233,0.017343771508139885,0.3580355046753536,1.5707963267948966,-1.5707963267948966,29.640430317267942,575.4406828176215,3141.592653591534,-2677.9450445904713,685.3146811454794,640.815105939303,55,-4483.451536642974,3152.7564713388647,0,-20000.000000011085,415.9067882472388,571.3859549928497,2000.0000000011084,0.0,4550.155468276081,3135.381875633248,20024.984394511885,0.0,23076.61159700937,3274610.0579724545,14024984.394516332,-16024984.39449719,21599697.13993535,5958890184.469907,20024984394.519825,-30049968788.976795,0.0030000000000001137,2444,2586
3,153.7809378441502,0.3569999999999993,1,0.913724070953489,106,143.9077174015253,0.07363248068237306,0.6519120800861812,1.5707963267948966,-1.5707963267948966,-25.20840308717269,742.4553653055589,2034.4439357932163,-1570.796326795767,75.72234532717307,140.51334456200237,38,91.98113207548428,455.6117010339226,1000.0000000005542,-1000.0000000005542,1081.761006289196,707.4552201407537,3000.0000000016626,0.0,1192.1199824287326,678.9503254120655,3000.0000000016626,0.0,72030.2246438353,869155.3385742548,2236067.9774943246,-2236067.9775022683,72969487.14685884,1476958361.3184795,4236067977.491364,-3999999999.9977684,0,2587,2694
3,254.64656592738342,0.41000000000000014,7,0.8941521541359613,136,-63.294167671406925,-0.04847100665130756,0.5278650347082785,1.5707963267948966,-1.5707963267948966,12.2260165497717,627.8949838366829,1570.796326795767,-1570.796326795767,122.70042359781819,227.69277546729498,39,1311.8872549019172,1070.656160839886,4999.999999993889,0.0,-504.16666666665566,522.5618231879397,0,-2000.0000000011084,1547.2516075868255,997.2042675186855,5099.019513586553,0.0,55580.38837884077,1148327.1619581408,3684805.9512081714,-3684805.951214717,48283968.97190096,2021673083.4121532,5432870048.998754,-7369611902.426972,0.002000000000000668,2695,2832
3,293.69710863651784,0.24600000000000044,0,0.9371246911701847,154,62.82191759998042,0.017712855966112166,0.5002883486676468,1.5707963267948966,-1.5707963267948966,1.4203495786600213,584.7763605770431,1570.796326795767,-1570.7963267929767,497.0373734405532,275.230812228573,32,1557.3593073593097,939.2829443227405,4000.000000002217,0.0,663.6363636364106,606.4789109008946,2000.0000000011084,0.0,1799.4613999262717,934.3032794195593,4123.105625619945,0.0,18708.0107412607,1145381.6294526483,3162277.66016065,-4123105.6256222306,4115623.654061221,2087594559.7461782,7285383285.773977,-5246211251.247596,0.0009999999999994458,2833,2988
1,320.8652753783847,0.3019999999999996,0,0.8895563686035215,199,133.44177488718935,-0.015289974673735612,0.6448374245822359,1.5707963267948966,-1.5707963267948966,3.9779715994616334,713.3283675427903,1570.796326795767,-1570.796326795767,581.7163905016445,285.4277491765648,48,909.2366594879309,666.119545293978,4000.000000002217,0.0,818.2579564489471,770.2802593420209,4000.000000002217,166.66666666666035,1374.7675657815082,799.5882675408473,5656.854249495515,71.4285714285657,38752.303753501146,954401.219702144,5097837.255123332,-4242640.687118963,15497336.438735746,1587567149.5123124,5311636397.125389,-9340477942.230879,0.006999999999999673,2989,3187
3,520.4570255686177,0.30799999999999983,3,0.9239020798108176,218,569.1314551650846,0.04477176716929668,0.4565532356649201,3.141592653589793,-1.5707963267948966,8.62571977430398,655.2976119525139,3141.592653591534,-3141.592653591534,215.04359850568846,480.8513283749978,56,-1961.3149847094414,1255.3037504713623,0,-5000.000000002771,812.4617737002956,778.7424586551161,3000.0000000016626,0.0,2287.2797845532746,1204.4704002883825,5830.951894848532,0.0,30047.51263552059,1071969.3336283825,3684805.9512237743,-2999999.9999962198,19937214.68898658,1846247249.65918,5270592388.855358,-5783825464.8134165,0.0010000000000012221,3191,3410
3,407.62243112729425,0.33800000000000097,4,0.8984559572243743,228,-252.24795317216976,0.20276661280441288,1.87603350148889,5.81953769817878,-4.71238898038469,-21.389838411657585,2480.905073824929,5961.434752775658,-5961.434752786248,403.64709734005663,366.23080154459973,65,-1097.587719298284,855.1986856695491,0,-4000.000000002217,-924.7740563530733,743.4543140128646,0,-3999.9999999951115,1590.9969920139667,899.2055029990861,5656.854249485466,0.0,56806.437215684186,1016109.7493731243,3854078.611748563,-2708892.063245268,46227887.12663619,1684890768.8323061,4357388321.064794,-6348655201.068799,0.0009999999999994458,3411,3640
1,402.9939635743967,0.31899999999999906,7,0.8748885755718976,239,-142.4029052389579,-0.03998779881162502,0.5647043804708967,1.5707963267948966,-1.5707963267948966,0.13670080235907678,717.7241582716581,1570.796326795767,-1570.796326795767,88.56843623853081,352.5748147556771,54,1111.8549511854856,865.3719875686255,4000.000000002217,0.0,-721.5481171547447,665.0393512788881,0,-3000.0000000016626,1509.3725932039301,815.7281378262815,4472.135955002058,0.0,40946.45735013905,915482.410461852,2585786.4376180726,-2605551.275466877,28514927.45024489,1562584704.2619207,4171572875.241637,-3975034573.438769,0.002000000000000668,3641,3879
3,183.43902408759158,0.3949999999999996,6,0.844034897338774,156,-151.43994848110307,-0.05012256553978393,0.9135452688760661,1.570796326794898,-1.5707963267948966,36.89116305784515,825.9160492809773,1570.796326795767,-1570.796326795767,174.59268514647962,154.82893786369524,44,352.0909645909927,429.168841267017,1000.0000000005542,0.0,-534.9969474968641,410.1882281155189,0,-1999.9999999975557,779.1266274189378,391.2183220598459,1999.9999999975557,0.0,74235.9250347105,405716.67626149923,1528595.4792046738,-999999.9999993321,53392844.284988806,577852936.076478,2414213562.375333,-1828427124.7492304,0.0019999999999988916,3883,4040
1,203.26349671292277,0.29600000000000115,4,0.8654517654502825,153,155.1491293531098,0.40160303649116463,2.771096423645827,5.81953769817878,-4.71238898038469,108.67801889957737,2959.285528282088,5961.434752775658,-5961.434752786248,568.354835605319,175.9147520817967,72,-779.0151750936602,604.8071939435081,0,-3000.0000000016626,-229.86305633364623,359.32652819720016,0,-1000.0000000005542,906.6529191017156,574.8510124645101,3162.2776601701316,90.90909090908256,46440.38732028421,618989.4483081499,2162277.660170776,-2000000.0000022168,38733951.21934433,933036525.7360771,3118033988.7540855,-3324555320.337868,0.0010000000000012221,4041,4193
1,340.7588340005919,0.29100000000000037,3,0.8900583211358363,213,525.1300351436271,0.17151721646179569,1.3166681145137058,5.81953769817878,-3.887522570888578,8.264076293111717,1688.9423623819853,5819.537698171668,-5819.537698192343,228.21987242764786,303.29523570277195,84,-1144.757433490059,753.6287427887191,0,-5000.000000011653,303.8788285267702,569.0731467114746,2000.0000000046612,-1000.0000000023306,1326.764738944146,728.6530083777292,5000.000000011653,142.85714285711327,59428.00941145856,970460.6078102851,3000000.0000210893,-5000000.000005542,46144893.94892314,1642293395.645245,6999999999.992099,-8000000000.016855,0.0019999999999988916,4197,4409
3,651.5602082774409,0.4839999999999982,0,0.9659654044087469,206,2.384560759532204,-0.007115238832164077,0.3473923810727644,1.5707963267948966,-1.5707963267948966,-8.061762508253173,429.73354845026995,1570.7963267929767,-1570.7963267985574,581.3011445217344,629.3846200853656,95,2981.5533980582236,1970.9849490791298,9999.999999987778,0.0,107.60517799344152,647.5631022062682,2999.999999996334,-1000.0000000023306,3082.674654420743,1922.6560958976436,10198.039027173107,0.0,23751.703982336487,1404172.781917805,4115276.4968556813,-5198039.027172864,14215226.720772902,2389123335.3787303,6049875621.145072,-9313315524.017162,0.0010000000000012221,4413,4620
1,366.7545524710786,0.4220000000000006,0,0.4362590700564438,255,-32.96910354079532,-0.024882429721965527,0.7033586060473006,4.71238898038469,-2.356194490192345,14.816585986291258,769.667151044908,4712.388980378931,-2356.194490193651,727.0,160.0,109,541.0407239818793,658.9899481075014,3000.0000000069917,-999.9999999987779,53.921568627450256,1052.8205540419701,3000.0000000069917,-3999.9999999951115,1185.6027790917947,651.1045967549707,3999.9999999951115,0.0,45192.032089650296,858489.6901767779,3162277.660183119,-3605551.275467986,33954934.64901894,1435862577.9974296,5841619252.955171,-5999999999.976226,0.010999999999999233,4621,4875
4,2779.7712393373126,3.9909999999999997,4,0.11482528772158884,2332,1959.360921450237,0.09282721679743522,1.5265880616921037,5.81953769817878,-4.71238898038469,6.411064092481221,1625.9724227221623,5961.434752775658,-5961.4347527968375,880.1645786195681,319.18803235710453,1113,-79.52187095435936,864.5880084054088,3000.0000000069917,-3999.9999999951115,-11.938965122902985,757.9954276278028,2999.999999996334,-2999.999999996334,1011.8315475784916,551.234798336561,3999.9999999951115,0.0,67141.81332242546,685004.1869611047,3605551.2754551764,-3000000.0000033258,63033046.45372114,1109352653.114021,4605551275.450657,-5796888988.53363,0.4710000000000001,4876,7207
3,298.3323319833724,0.3180000000000014,0,0.9608925327285238,174,24.97042978898327,0.007873100048055926,0.36822839072642416,1.5707963267948966,-1.5707963267948966,-2.700998179279365,446.7831787052057,1570.7963267929767,-1570.7963267929767,832.8039410771912,286.6653100743095,101,1406.7979898939448,993.6587458978852,5000.000000011653,21.739130434782904,204.98084291187135,408.50228120770447,2000.0000000046612,0.0,1483.1510046961387,986.6749474401788,5099.019513604669,21.739130434782904,49890.44480952508,990955.0298479302,2999999.999992667,-3000000.0000068783,47704890.3905733,1715097884.1360931,5162277660.163663,-4999999999.999432,0.0010000000000012221,7208,7383
1,211.9796198425096,0.38400000000000034,1,0.8618844736182044,172,135.12644054954916,0.03551365750672585,0.8278858134783635,1.5707963267948966,-1.5707963267948966,-17.14797938484491,782.0425321177269,1570.7963267985574,-1570.7963267985574,1045.396654217666,182.70194306574848,43,548.3343808925355,486.869520205305,2000.0000000046612,0.0,561.3372093023071,479.17745936738834,2000.0000000046612,0.0,915.1479956141924,492.27419699017133,2236.0679775050007,0.0,60106.07263274509,518212.880399549,1999999.9999951115,-1414213.5623746626,47237056.44470444,823562650.9423485,3414213562.3656015,-2999999999.999659,0.07699999999999818,7384,7555
1,446.78296056827526,1.1529999999999987,4,0.47506255050090757,178,291.36568880771375,0.036597526593678424,0.5877857108005072,3.141592653589793,-1.5707963267948966,-0.9647456031463535,800.080183990068,3141.592653597115,-3141.5926535859535,1173.5226043824935,212.24985276791125,58,-802.5123344810929,1814.0602912281547,2000.0000000046612,-5000.000000011653,-252.08055510080248,958.3968860965872,1000.0000000023306,-3999.9999999951115,1867.7802112791876,1181.898038629194,5099.019513604669,96.62672700018382,53456.18884496752,1127773.058362112,4999999.999987778,-3057922.3926248504,37611253.79845939,1913629091.319399,5162277660.186708,-5293990370.123569,0,7559,7736
4,704.8461367375052,1.1239999999999988,3,0.8929649448736223,556,1341.923710691845,0.2286663939824885,1.7235765119513813,5.961434752782944,-4.71238898038469,5.899743018450865,1838.2135224489473,5819.537698171668,-5819.537698192343,640.489589985893,629.402891636192,319,-970.3883890276329,754.1643396073578,0,-4000.0000000093223,49.97002398079469,359.4582238723115,1000.0000000023306,-1000.0000000023306,1078.8517065455817,690.9498713122377,4000.0000000093223,0.0,64284.18564963792,859123.6580462557,3999999.999990223,-3000000.0000068783,55402118.06022832,1428461412.314062,5999999999.985106,-5999999999.978002,0.3829999999999991,7737,8292
1,114.79241716360383,0.3290000000000006,2,0.9101617134167136,105,158.97217956068096,0.08915411811795439,0.6709303518052965,3.141592653589793,-1.5707963267948966,-9.029584133766985,547.3367825234463,1570.7963267985574,-3141.5926535859535,85.47117913332221,104.47966309287182,57,-44.920634920641376,216.3890190389354,1000.0000000023306,-1000.0000000023306,429.1269841270597,346.6420786620989,2000.0000000046612,0.0,481.2491927764616,347.38778621781813,2000.0000000046612,0.0,89524.78592206366,369633.47256432445,1916666.6666757981,-1000000.0000011084,75430777.34374228,460042570.77485454,1999999999.9962196,-1666666666.669635,0.004000000000001336,8293,8397
4,2.0,0.10300000000000153,2,1.0,4,3.141592653589793,0.7853981633974483,0.7853981633974483,1.5707963267948966,0.0,61.27219714447935,129.15978845829792,261.7993877991395,-16.710599221222093,98.0,2.0,1,0.0,0.0,0,0.0,124.99999999999525,142.31876063832237,333.3333333333207,0.0,124.99999999999525,142.31876063832237,333.3333333333207,0.0,27777.77777777567,19641.855032958163,55555.55555555134,27777.77777777567,4629629.6296291035,3273642.5054929038,9259259.259258207,4629629.6296291035,0.009000000000000341,8398,8401
3,418.3424939201332,1.1479999999999997,1,0.8906425185422668,325,364.7564270969615,0.06407535807754103,0.6939582842805239,1.5707963267948966,-1.5707963267948966,-2.1842868672238778,703.1866090574578,1570.7963267985574,-1570.7963267985574,415.19767073901124,372.5936123982804,119,270.2051282050875,404.3694729476325,1999.9999999975557,0.0,771.3240093240421,540.3012770254965,3000.0000000069917,0.0,923.3345490456118,519.3317952664222,3000.0000000069917,0.0,85327.91081795815,610605.6575380745,2236067.9774943246,-2000000.0000022168,85299692.40506214,922607213.9364865,3414213562.3656015,-3292893218.8189273,0.003999999999997783,8402,8728
1,38.242640687119284,0.11899999999999977,3,0.863307225788892,38,79.32521450314235,0.19218912051733686,2.075698432074939,4.71238898038469,-4.71238898038469,-179.9132634947416,1415.082225481336,3141.5926535859535,-4712.388980378931,348.90044977501964,33.015148038438355,15,-325.50125313285474,313.4778743905951,0,-1000.0000000023306,10.964912280783144,280.87326026884534,1000.0000000023306,-999.9999999987779,405.9803864877117,339.46100993190464,1414.2135623763909,166.66666666666035,62663.998614453085,301262.1747445051,1080880.2290455892,-353553.3905949217,49728929.251866385,343407352.1934678,1249999999.995861,-717216809.819379,0,8729,8766
4,530.1290568026125,1.1280000000000001,5,0.9504217892392718,297,-423.34225299069493,-0.03327037422832906,1.4012470853929155,5.497787143782138,-4.71238898038469,-24.009872696253453,1352.6069211044767,5497.787143794951,-5497.787143794951,418.8778186597498,503.8462066940665,113,-295.73512906844906,460.60422154052924,0,-1999.9999999975557,-1517.7930795355576,1286.1340089869325,0,-7000.0000000163145,1625.2136071244154,1270.607126375847,7071.067811856834,0.0,45209.92622025911,1132897.922753488,6333333.333364434,-5585786.437638122,34552630.14376057,1998198634.4778013,7194173437.460565,-11919119770.98799,0.054000000000002046,8767,9063
1,700.4722958829046,0.27500000000000213,7,0.9964797338370597,237,-1.6359214901292827,0.0016285665370370198,0.10122821070319185,0.7853981633974483,-0.5553603672697958,1.659683923346073e-11,156.0629276376233,785.3981633992787,-785.3981633964884,739.7954592651281,698.0064469616309,215,2850.7032348802177,1636.6204621335005,12000.000000027967,199.99999999996874,-12.6582278480708,194.86919869625584,1000.0000000023306,-1000.0000000023306,2861.1348630781267,1629.899816465696,12000.000000027967,199.99999999996874,37372.88135570219,1820183.5601536098,7000000.000050392,-9000000.000020633,38298650.34526549,3198507388.139591,11000000000.0023,-16000000000.05147,0.0010000000000012221,9067,9303
4,3.0,0.09499999999999886,0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,747.0,3.0,3,66.8253968254241,99.50997979915796,250.00000000013856,0.0,0.0,0.0,0,0.0,66.8253968254241,99.50997979915796,250.00000000013856,0.0,12731.63895189253,22770.453924151065,48611.11111117322,816.3265306122382,2959813.680033676,5624966.3775742855,11777998.236353666,23323.615160349567,0.05699999999999861,9304,9308
1,559.3831450344488,0.28500000000000014,1,0.978883623547221,170,249.99885134427475,-0.010937899344393718,0.3366064147033045,1.5707963267948966,-1.5707963267948966,-5.384262036077714,449.02731645713845,1570.7963267985574,-1570.7963267985574,813.7081767121773,547.5709999625619,83,314.6493212668553,626.4409427182621,2999.999999996334,-999.9999999987779,3158.348416289317,1839.2704343487765,11999.999999985335,19.23076923076938,3238.638692414856,1831.8912829349988,12165.525060581573,21.500653629805836,8960.128041035163,2095642.8973884264,11180339.88747162,-8165525.060576482,-3058136.454013683,3810251548.8407326,18251407699.322628,-17261660261.34182,0.10699999999999932,9309,9478
4,2.0,0.0990000000000002,0,1.0,4,6.283185307179586,1.5707963267948966,1.5707963267948966,3.141592653589793,0.0,-777.3012751140405,1511.0335307545188,32.38755312979124,-3141.5926535859535,254.0,2.0,1,-252.57731958821148,476.49056282118255,0,-1000.0000000023306,0.0,0.0,0,0.0,252.57731958821148,476.49056282118255,1000.0000000023306,0.0,329932.33429141005,521567.99891291215,989690.7216541218,106.28122010840397,329861845.37300044,521556332.8267329,989584440.4363197,1095.682681529923,0.09799999999999898,9479,9482
1,81.37820360123072,0.22600000000000264,6,0.6104702143209458,74,-35.021166798488544,0.08293019237508799,1.7884832255691285,5.497787143782138,-4.71238898038469,-18.86050232275653,1395.60898076966,5497.787143775419,-5497.787143775419,29.670502790119286,49.678969393496885,31,187.70377520384125,511.2425854569748,1000.0000000023306,-1999.9999999975557,-242.2779922779251,324.2001002046334,0,-1000.0000000023306,556.4690922291309,380.57568598361075,1999.9999999975557,47.619047619045816,70419.73864772807,407645.0592202383,1999999.9999951115,-999999.9999975557,38957287.38048313,570189308.214272,1999999999.9926672,-2999999999.989001,0.0010000000000012221,9951,10024
4,1092.170444802776,1.251999999999999,1,0.7602860645198596,887,820.5892549695803,0.06141222278484906,0.7643657704378813,3.141592653589793,-1.5707963267948966,-3.9764040536262693,810.4327535740803,3141.592653597115,-3141.5926535859535,217.98324911295506,830.3619692640071,335,491.33157960664005,679.3169229505587,3000.0000000069917,-1000.0000000023306,668.0722425121295,608.3535189929943,3999.9999999951115,0.0,1085.6983611749072,582.6177251927861,4472.135954994114,0.0,59324.97333598294,726525.3792511672,4472135.954988649,-2162277.6601672233,50126253.4178191,1186327975.4017727,5472135954.983069,-4999999999.981668,0.1039999999999992,10025,10911
3,20.82842712474619,0.18599999999999994,5,0.8852847506991226,22,-21.991148575128555,-0.06848896234571422,2.1840779633031673,4.71238898038469,-4.71238898038469,58.91237988868784,504.8547096471557,1570.7963267948371,-942.4777960777951,92.08697934401955,18.439088914585774,10,-31.987939596639286,86.70815296730771,0,-333.3333333333207,-175.1619153793436,146.3515403376061,0,-500.0000000011653,203.94396994184456,134.56271439834802,500.0000000011653,0.0,19904.02390864113,58631.94010856544,195607.17067901828,-59999.999999867556,6569826.071086472,29273419.820970345,95291762.34840655,-35232511.26317885,0.0030000000000001137,10912,10935
